input_name,gbif_matched_scientificName,gbif_accepted_usageKey,wfo_match_id,wfo_accepted_name,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_native_areas_found_in,wfo_native_countries,wfo_url
Psidium friedrichstahlianum (O.Berg) Niedenzu.,Psidium friedrichsthalianum (O.Berg) Nied.,5420358,wfo-0000284404,Psidium friedrichsthalianum (O.Berg) Nied.,Brazil | Colombia | Costa Rica,BR | CO | CR,71,71,medium,Northern America Mexico Mexico Southeast | Northern America | Mexico | Mexico Southeast | Mexico Southwest | Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru | Provided by: | [H].The World Checklist of Vascular Plants (WCVP) | Synonyms | Calyptropsidium friedrichsthalianum O.Berg | Calyptropsidium friedrichsthalianum | O.Berg | Psidium grandiflorum Ruiz & Pav. | Psidium grandiflorum | Ruiz & Pav. | [F].Myrtaceae | Other Local Names | Name | Language | Country | guayaba de agua | [C].Flora de Panama,Mexico | Brazil | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Cuba | Venezuela | Bolivia | Colombia | Ecuador | Peru | Zambia,https://www.worldfloraonline.org/taxon/wfo-0000284404
Psidium guajava L. 'Bankog's Gigant',Psidium guajava L.,5420380,wfo-0000284421,Psidium guajava L.,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Southern America Brazil Brazil Northeast | Southern America | Brazil | Brazil Northeast | Brazil South | Brazil Southeast | Brazil West-Central | Northern South America Venezuela | Northern South America | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Nepal | Brazil | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000284421
Psidium guajava L. 'Guajho Blanco',Psidium guajava L.,5420380,wfo-0000284421,Psidium guajava L.,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Southern America Brazil Brazil Northeast | Southern America | Brazil | Brazil Northeast | Brazil South | Brazil Southeast | Brazil West-Central | Northern South America Venezuela | Northern South America | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Nepal | Brazil | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000284421
Psidium guajava L. 'Orange Pulp',Psidium guajava L.,5420380,wfo-0000284421,Psidium guajava L.,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Southern America Brazil Brazil Northeast | Southern America | Brazil | Brazil Northeast | Brazil South | Brazil Southeast | Brazil West-Central | Northern South America Venezuela | Northern South America | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Nepal | Brazil | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000284421
Psidium guajava L. 'Rosa Cubana',Psidium guajava L.,5420380,wfo-0000284421,Psidium guajava L.,Argentina | Australia | Brazil | Chile | China | Chinese Taipei | Colombia | Jamaica | Timor-Leste,AR | AU | BR | CL | CN | CO | JM | TL | TW,95,95,medium,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Southern America Brazil Brazil Northeast | Southern America | Brazil | Brazil Northeast | Brazil South | Brazil Southeast | Brazil West-Central | Northern South America Venezuela | Northern South America | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Nepal | Brazil | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000284421
Psidium guineense Sw.,Psidium guineense Sw.,5420509,wfo-0000284428,Psidium guineense Sw.,,,2023,0,high,Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Northwest | Mexico Southeast | Mexico Southwest | Southern America Brazil Brazil North | Southern America | Brazil | Brazil North | Acre | Amapí | Amazonas | Parí | Brazil Northeast | Alagoas | Bahia | Ceará | Maranh | Paraába | Pernambuco | Rio Grande do Norte | Sergipe | Brazil South | Paraní | Santa Catarina | Brazil Southeast | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Brazil West-Central | Goiás | Mato Grosso | Mato Grosso do Sul | Caribbean Trinidad-Tobago | Caribbean | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Guyana | Suriname | Venezuela | Southern South America Argentina Northeast | Southern South America | Argentina Northeast | Argentina Northwest | Paraguay | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Mexico | Brazil | Israel | United Kingdom | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Cuba | France | Guyana | Suriname | Venezuela | Paraguay | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000284428
Rauvolfia tetraphylla,Rauvolfia tetraphylla L.,3169782,wfo-0000295195,Rauvolfia tetraphylla L.,Colombia | Ecuador,CO | EC,4,4,very_low,Asia-Tropical Indian Subcontinent Nepal | Asia-Tropical | Indian Subcontinent | Nepal | Northern America Mexico Mexico Central | Northern America | Mexico | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest | Mexico Southeast | Mexico Southwest | Southern America Caribbean Dominican Republic | Southern America | Caribbean | Dominican Republic | Haiti | Jamaica | Leeward Is. | Trinidad-Tobago | Venezuelan Antilles | Windward Is. | Central America Belize | Central America | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Panamá | Northern South America French Guiana | Northern South America | French Guiana | Venezuela | Western South America Bolivia | Western South America | Bolivia | Colombia | Ecuador | Peru,Nepal | Mexico | United Kingdom | Dominican Republic | Haiti | Jamaica | Belize | Costa Rica | El Salvador | Guatemala | Honduras | Nicaragua | Brazil | Cuba | France | Venezuela | Bolivia | Colombia | Ecuador | Peru,https://www.worldfloraonline.org/taxon/wfo-0000295195
Ravenala madagascariensis Sonn.,Ravenala madagascariensis Sonn.,2763095,wfo-0000509912,Ravenala madagascariensis Sonn.,Madagascar,MG,2,2,very_low,Africa Western Indian Ocean Madagascar | Africa | Western Indian Ocean | Madagascar,Madagascar,https://www.worldfloraonline.org/taxon/wfo-0000509912
Rhipsalis baccifera (J.S.Muell.) Stearn,Rhipsalis baccifera (J.S.Muell.) Stearn,3084036,wfo-0000399853,Rhipsalis baccifera (Sol. ex J.S.Muell.) Stearn,Argentina | Bolivia (Plurinational State of) | Brazil | Central African Republic | Colombia | Comoros | Costa Rica | Ecuador | French Guiana | Guyana | Mexico | Paraguay | Seychelles | South Africa | Venezuela (Bolivarian Republic of),AR | BO | BR | CF | CO | CR | EC | GF | GY | KM | MX | PY | SC | VE | ZA,242,242,high,"Southern America Brazil Acre | Southern America | Brazil | Acre | Amapí | Amazonas | Parí | Roraima | Ceará | Maranh | Paraába | Pernambuco | Rio Grande do Norte | Mato Grosso | Mato Grosso do Sul | Provided by: | [E].Brazilian Flora 2020 project - Projeto Flora do Brasil 2020 | Included Subspecies | Rhipsalis baccifera subsp. baccifera | Rhipsalis baccifera subsp. cleistogama M.Kessler, Ibisch & Barthlott | Rhipsalis baccifera subsp. cleistogama | M.Kessler, Ibisch & Barthlott | Rhipsalis baccifera subsp. erythrocarpa (K.Schum.) Barthlott | Rhipsalis baccifera subsp. erythrocarpa | (K.Schum.) Barthlott | Rhipsalis baccifera subsp. horrida (Baker) Barthlott | Rhipsalis baccifera subsp. horrida | (Baker) Barthlott | Rhipsalis baccifera subsp. mauritiana (DC.) Barthlott | Rhipsalis baccifera subsp. mauritiana | (DC.) Barthlott | [A].Cactaceae | Synonyms | Cactus caripensis Kunth | Cactus caripensis | Kunth | Cactus epidendrum L. | Cactus epidendrum | Cactus fasciculatus Willd. | Cactus fasciculatus | Willd. | Cactus garipensis Kunth | Cactus garipensis | Cactus parasiticus L. | Cactus parasiticus | Cactus parasiticus Lam. | Lam. | Cactus pendulinus Sieber ex Baker | Cactus pendulinus | Sieber ex Baker | Cactus pendulinus Sieber ex DC. | Sieber ex DC. | Cactus pendulus Sw. | Cactus pendulus | Sw. | Cactus quadrangularis Haw. | Cactus quadrangularis | Haw. | Cassytha baccifera J.S.Muell. | Cassytha baccifera | J.S.Muell. | Cassytha baccifera Sol. ex J.S.Muell. | Sol. ex J.S.Muell. | Cassytha filiformis Mill. | Cassytha filiformis | Mill. | Cassytha polysperma Aiton ex Gaertn. | Cassytha polysperma | Aiton ex Gaertn. | Cereus baccifer Hook. | Cereus baccifer | Hook. | Cereus bacciferus Hemsl. | Cereus bacciferus | Hemsl. | Cereus caripensis (Kunth) DC. | Cereus caripensis | (Kunth) DC. | Cereus parasiticus Haw. ex Steud. | Cereus parasiticus | Haw. ex Steud. | Hariota fasciculata (Willd.) Kuntze | Hariota fasciculata | (Willd.) Kuntze | Hatiora fasciculata (Willd.) Kuntze | Hatiora fasciculata | Rhipsalis baccifera subsp. fasciculata (Willd.) Süpplie | Rhipsalis baccifera subsp. fasciculata | (Willd.) Süpplie | Rhipsalis baccifera subsp. rhodocarpa (F.A.C.Weber) Süpplie | Rhipsalis baccifera subsp. rhodocarpa | (F.A.C.Weber) Süpplie | Rhipsalis caripensis (Kunth) F.A.C.Weber | Rhipsalis caripensis | (Kunth) F.A.C.Weber | Rhipsalis cassutha Gaertn. | Rhipsalis cassutha | Gaertn. | Rhipsalis cassytha Gaertn. | Rhipsalis cassytha | Rhipsalis cassytha var. mocinoana DC. | Rhipsalis cassytha var. mocinoana | DC. | Rhipsalis cassytha var. pendula (Sw.) Salm-Dyck ex Pfeiff. | Rhipsalis cassytha var. pendula | (Sw.) Salm-Dyck ex Pfeiff. | Rhipsalis cassytha var. rhodocarpa F.A.C.Weber | Rhipsalis cassytha var. rhodocarpa | F.A.C.Weber | Rhipsalis cassytha var. swartziana DC. | Rhipsalis cassytha var. swartziana | Rhipsalis cassythopsis Backeb. | Rhipsalis cassythopsis | Backeb. | Rhipsalis delphinensis Barthlott | Rhipsalis delphinensis | Barthlott | Rhipsalis fasciculata (Willd.) Haw. | Rhipsalis fasciculata | (Willd.) Haw. | Rhipsalis madagascariensis var. dasycerca F.A.C.Weber | Rhipsalis madagascariensis var. dasycerca | Rhipsalis neocassutha Y.Itô | Rhipsalis neocassutha | Y.Itô | Rhipsalis parasitica (L.) Haw. | Rhipsalis parasitica | (L.) Haw. | Rhipsalis parasiticus (Lam.) Haw. | Rhipsalis parasiticus | (Lam.) Haw. | Rhipsalis parasiticus Haw. | Rhipsalis pendula (Sw.) Link & Otto | Rhipsalis pendula | (Sw.) Link & Otto | Rhipsalis pendula Pfeiff. | Pfeiff. | Other Local Names | Name | Language | Country | Enxerto, Conambaia, Tripa-de-galinha | Portuguese",Brazil | Israel | Zambia,https://www.worldfloraonline.org/taxon/wfo-0000399853
Rhipsalis cereuscula Haw.,Rhipsalis cereuscula Haw.,7659514,wfo-0000399868,Rhipsalis cereuscula Haw.,Argentina | Brazil | Paraguay,AR | BR | PY,318,318,high,Southern America Brazil Bahia | Southern America | Brazil | Bahia | Pernambuco | Paraní | Rio Grande do Sul | Santa Catarina | Minas Gerais | Rio de Janeiro | São Paulo | Mato Grosso do Sul | Provided by: | [A].Brazilian Flora 2020 project - Projeto Flora do Brasil 2020 | Synonyms | Erythrorhipsalis cereuscula (Haw.) Volgin | Erythrorhipsalis cereuscula | (Haw.) Volgin | Hariota cereuscula (Haw.) Kuntze | Hariota cereuscula | (Haw.) Kuntze | Hariota penduliflora (N.E.Br.) Kuntze | Hariota penduliflora | (N.E.Br.) Kuntze | Hariota saglionis Lem. | Hariota saglionis | Lem. | Rhipsalis brachiata Hook. | Rhipsalis brachiata | Hook. | Rhipsalis cereuscula var. rubrodisca (Loefgr.) Castell. | Rhipsalis cereuscula var. rubrodisca | (Loefgr.) Castell. | Rhipsalis penduliflora N.E.Br. | Rhipsalis penduliflora | N.E.Br. | Rhipsalis saglionis (Lem.) Otto ex Walp. | Rhipsalis saglionis | (Lem.) Otto ex Walp. | Rhipsalis saglionis var. rubrodisca Loefgr. | Rhipsalis saglionis var. rubrodisca | Loefgr. | Rhipsalis simmleri Beauverd | Rhipsalis simmleri | Beauverd | [C].Cactaceae,Brazil,https://www.worldfloraonline.org/taxon/wfo-0000399868
Rhipsalis pilocarpa Loefgr.,Rhipsalis pilocarpa Loefgr.,7280718,wfo-0000399667,Rhipsalis pilocarpa Loefgr.,Argentina | Brazil,AR | BR,46,46,low,Southern America Brazil Paraní | Southern America | Brazil | Paraní | Espirito Santo | Minas Gerais | Rio de Janeiro | São Paulo | Provided by: | [A].Brazilian Flora 2020 project - Projeto Flora do Brasil 2020 | Synonyms | Erythrorhipsalis pilocarpa (Loefgr.) A.Berger | Erythrorhipsalis pilocarpa | (Loefgr.) A.Berger | Pfeiffera rhipsaloides Loefgr. | Pfeiffera rhipsaloides | Loefgr. | Rhipsalis pilocarpa f. minima Süpplie | Rhipsalis pilocarpa f. minima | Süpplie | [C].Cactaceae,Brazil,https://www.worldfloraonline.org/taxon/wfo-0000399667
Rosenbergiodendron formosum (Jacq.) Fagerl.,Rosenbergiodendron formosum (Jacq.) Fagerl.,2904221,wfo-0000298039,Rosenbergiodendron formosum (Jacq.) Fagerl.,Colombia | Ecuador,CO | EC,2,2,very_low,Southern America Central America Panamá | Southern America | Central America | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Western South America Colombia | Western South America | Colombia | Ecuador,Brazil | Cuba | Venezuela | Colombia | Ecuador,https://www.worldfloraonline.org/taxon/wfo-0000298039
Sacharum officinarum L.,Saccharum officinarum L.,2703912,wfo-0000896660,Saccharum officinarum L.,Colombia | United Kingdom of Great Britain and Northern Ireland,CO | GB,20,20,low,Asia-Tropical Papuasia New Guinea | Asia-Tropical | Papuasia | New Guinea,Indonesia | Papua New Guinea,https://www.worldfloraonline.org/taxon/wfo-0000896660
Salacca zalacca (Gaertn.) Voss.,Salacca zalacca (Gaertn.) Voss,2731764,wfo-0000300111,Salacca zalacca (Gaertn.) Voss,,,0,0,none,Asia-Tropical Malesia Jawa | Asia-Tropical | Malesia | Jawa | Sumatera,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Thailand | Brunei | Philippines | Nigeria,https://www.worldfloraonline.org/taxon/wfo-0000300111
Sauropus androgynus (L.) Merr.,Sauropus androgynus (L.) Merr.,9197670,wfo-0001424148,Breynia androgyna (L.) Chakrab. & N.P.Balakr.,Australia,AU,2,2,very_low,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Nepal | Sri Lanka | Indo-China Cambodia | Indo-China | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia New Guinea | Papuasia | New Guinea,People's Republic of China | Cameroon | India | Bangladesh | Nepal | Sri Lanka | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Canada | Netherlands | Nigeria | Russia | Democratic Republic of the Congo | Papua New Guinea,https://www.worldfloraonline.org/taxon/wfo-0001424148
Selenicereus chrysocardium (Alexander) Kimnach,Selenicereus chrysocardius (Alexander) Kimnach,5621256,wfo-0000670160,Epiphyllum chrysocardium Alexander,,,0,0,none,,,https://www.worldfloraonline.org/taxon/wfo-0000670160
Setaria palmifolia (Koenig) Stapf,Setaria palmifolia (J.Koenig) Stapf,2702958,wfo-0000899427,Setaria palmifolia (J.Koenig) Stapf,Australia | Brazil | Chinese Taipei | New Zealand | Papua New Guinea | Timor-Leste | United States of America,AU | BR | NZ | PG | TL | TW | US,66,66,medium,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Tibet | Eastern Asia Japan | Eastern Asia | Japan | Nansei-shoto | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Nepal | Sri Lanka | West Himalaya | Indo-China Andaman Is. | Indo-China | Andaman Is. | Laos | Myanmar | Nicobar Is. | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia New Guinea | Papuasia | New Guinea | Solomon Is. | Australasia Australia New South Wales | Australasia | Australia | New South Wales | Queensland | Southern America Brazil Amazonas | Southern America | Brazil | Amazonas | Parí | Paraní,People's Republic of China | Taiwan | Tibet | United States | Japan | Cameroon | India | Bangladesh | Nepal | Sri Lanka | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Brunei | Philippines | Canada | Netherlands | Nigeria | Russia | Democratic Republic of the Congo | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Vanuatu | Fiji | Brazil,https://www.worldfloraonline.org/taxon/wfo-0000899427
Solandra maxima (Sessé et Moc.) P.Green.,Solandra maxima (Moc. & Sessé) P.S.Green,5581538,wfo-0001025619,Solandra maxima (Sessé & Moc.) P.S.Green,Spain,ES,4,4,very_low,,,https://www.worldfloraonline.org/taxon/wfo-0001025619
