input_name,gbif_matchType,gbif_confidence,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_usageKey,gbif_synonyms,gbif_english_name,gbif_english_names,gbif_native_countries,gbif_native_country_codes,gbif_native_total_records,gbif_native_sampled_records,gbif_native_confidence,wfo_taxon_id,wfo_query_used,wfo_url,wfo_native_areas_found_in,wfo_native_countries,powo_native,powo_url,powo_taxon_id,powo_error
Mimosa aculeaticarpa Ortega,EXACT,100,Mimosa aculeaticarpa,Mimosa aculeaticarpa,Mimosa aculeaticarpa Ortega,2969973,Mimosa acanthocarpa (Willd.) Benth. | Mimosa acanthocarpa (Willd.) Poir. | Mimosa acanthocarpa var. desmanthocarpa B.L.Rob. | Mimosa aculeaticarpa var. aculeaticarpa | Mimosa aculeaticarpa var. desmanthocarpa (B.L.Rob.) J.F.Macbr. | Mimosa arida Benth. | Mimosa brachyacantha Poir. | Mimosa moreliensis (Britton) Bullock | Mimosa uncinella Poir.,catclaw mimosa,catclaw mimosa | mimosa,United States of America,US,2,2,very_low,wfo-0000169632,Mimosa aculeaticarpa,https://www.worldfloraonline.org/taxon/wfo-0000169632,Northern America Mexico Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest | Mexico Southeast | Mexico Southwest | South-Central U.S.A. New Mexico | Texas | Southwestern U.S.A. Arizona | Acacia acanthocarpa Willd. | Acacia acanthocarpa var. uncinella (Poir.) DC. | Acacia acanthophora Steud. | Acacia aculeaticarpa Lag. | Acacia brachyacantha Humb. & Bonpl. ex Willd. | Acacia uncinella Desf. | Mimosa acanthocarpa (Willd.) Poir. | Mimosa acanthocarpa var. desmanthocarpa B.L.Rob. | Mimosa aculeaticarpa var. desmanthocarpa (B.L.Rob.) J.F.Macbr. | Mimosa arida Benth. | Mimosa brachyacantha Poir. | Mimosa moreliensis (Britton) Bullock | Mimosa uncinella Poir. | Mimosopsis aculeaticarpa (Ortega) Britton & Rose | Mimosopsis desmanthocarpa (B.L.Rob.) Britton & Rose | Mimosopsis moreliensis Britton | Mimosopsis orizabensis Britton | Northern America | Mexico | Mexico Central | South-Central U.S.A. | New Mexico | Southwestern U.S.A. | Arizona | Synonyms | Acacia acanthocarpa | Willd. | Acacia acanthocarpa var. uncinella | (Poir.) DC. | Acacia acanthophora | Steud. | Acacia aculeaticarpa | Lag. | Acacia brachyacantha | Humb. & Bonpl. ex Willd. | Acacia uncinella | Desf. | Mimosa acanthocarpa | (Willd.) Poir. | Mimosa acanthocarpa var. desmanthocarpa | B.L.Rob. | Mimosa aculeaticarpa var. desmanthocarpa | (B.L.Rob.) J.F.Macbr. | Mimosa arida | Benth. | Mimosa brachyacantha | Poir. | Mimosa moreliensis | (Britton) Bullock | Mimosa uncinella | Mimosopsis aculeaticarpa | (Ortega) Britton & Rose | Mimosopsis desmanthocarpa | (B.L.Rob.) Britton & Rose | Mimosopsis moreliensis | Britton | Mimosopsis orizabensis,United States | United Kingdom | Honduras,Arizona | Mexico Central | Mexico Gulf | Mexico Northeast | Mexico Northwest | Mexico Southeast | Mexico Southwest | New Mexico,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A161462-2,urn:lsid:ipni.org:names:161462-2,
Mimosa polycarpa Kanth. var. spegazzinii (Pirrota) Burkart.,EXACT,100,Mimosa polycarpa spegazzinii,Mimosa polycarpa,Mimosa polycarpa var. spegazzinii (Pirotta) Burkart,2969639,Mimosa pachecensis S.Moore | Mimosa polycarpa var. subglabrata Hoehne | Mimosa polychaeta Malme | Mimosa spegazzinii Pirotta,,,Argentina | Bolivia (Plurinational State of) | Brazil | Paraguay,AR | BO | BR | PY,160,160,medium,wfo-0000169804,Mimosa polycarpa spegazzinii,https://www.worldfloraonline.org/taxon/wfo-0000169804,Southern America Brazil Brazil South | Brazil Southeast | Brazil West-Central | Southern South America Argentina Northeast | Paraguay | Western South America Bolivia | Mimosa pachecensis S.Moore | Mimosa polycarpa var. subglabrata Hoehne | Mimosa polychaeta Malme | Mimosa spegazzinii Pirotta | Southern America | Brazil | Brazil South | Southern South America | Argentina Northeast | Western South America | Bolivia | Synonyms | Mimosa pachecensis | S.Moore | Mimosa polycarpa var. subglabrata | Hoehne | Mimosa polychaeta | Malme | Mimosa spegazzinii | Pirotta,Paraguay | United States | Cuba | Norway,,https://powo.science.kew.org/results?q=Mimosa%20polycarpa%20spegazzinii,,not_found
Morinda citriodora l,HIGHERRANK,96,Morinda,Morinda,Morinda L.,2915429,,,,Australia | China | Chinese Taipei | Colombia | French Polynesia | Indonesia | New Caledonia | Papua New Guinea | Samoa | Seychelles | Thailand | Timor-Leste | Tonga,AU | CN | CO | ID | NC | PF | PG | SC | TH | TL | TO | TW | WS,107,107,medium,wfo-4000024850,Morinda,https://www.worldfloraonline.org/taxon/wfo-4000024850,"Africa East Tropical Africa Tanzania | Africa | East Tropical Africa | Tanzania | Uganda | Northeast Tropical Africa Sudan | Northeast Tropical Africa | Sudan | South Tropical Africa Angola | South Tropical Africa | Angola | Malawi | Zambia | West Tropical Africa Benin | West Tropical Africa | Benin | Gambia, The | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Mali | Nigeria | Senegal | Sierra Leone | Togo | West-Central Tropical Africa Cabinda | West-Central Tropical Africa | Cabinda | Cameroon | Central African Republic | Congo | Gabon | Gulf of Guinea Is. | Zaire | Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Eastern Asia Kazan-retto | Eastern Asia | Kazan-retto | Nansei-shoto | Ogasawara-shoto | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Laccadive Is. | Maldives | Nepal | Sri Lanka | Indo-China Andaman Is. | Indo-China | Andaman Is. | Cambodia | Laos | Myanmar | Nicobar Is. | South China Sea | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Christmas I. | Cocos (Keeling) Is. | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia Northern Territory | Australasia | Australia | Northern Territory | Queensland | Western Australia | Northern America Mexico Mexico Gulf | Northern America | Mexico | Mexico Gulf | Mexico Southeast | Mexico Southwest | Southeastern U.S.A. Florida | Southeastern U.S.A. | Florida | Pacific Northwestern Pacific Caroline Is. | Pacific | Northwestern Pacific | Caroline Is. | Southwestern Pacific Samoa | Southwestern Pacific | Samoa | Santa Cruz Is. | Southern America Caribbean Aruba | Southern America | Caribbean | Aruba | Bahamas | Cayman Is. | Cuba | Dominican Republic | Haiti | Jamaica | Netherlands Antilles | Southwest Caribbean | Windward Is. | Central America Belize | Central America | Belize | Costa Rica | Guatemala | Honduras | Nicaragua | Panamá | Northern South America Venezuela | Northern South America | Venezuela | Western South America Colombia | Western South America | Colombia | Ecuador",Ancient Rome | Tanzania | Uganda | Indonesia | Sudan | United States | Malawi | Zambia | Netherlands | Ghana | Guinea | Guinea-Bissau | Ivory Coast | Liberia | Costa Rica | Mali | Nigeria | Senegal | Sierra Leone | Togo | Canada | Angola | Cameroon | United Kingdom | Central African Republic | United Arab Emirates | Republic of the Congo | Democratic Republic of the Congo | Gabon | Djibouti | Zaire | People's Republic of China | Taiwan | Bangladesh | India | Moldova | Maldives | Nepal | Sri Lanka | Cambodia | Laos | Myanmar | Malaysia | Thailand | Vietnam | Singapore | Timor-Leste | Czech Republic | Russia | Philippines | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Cuba | Samoa | Italy | Dominican Republic | Haiti | South Africa | Jamaica | Kingdom of the Netherlands | Guatemala | Honduras | Nicaragua | Brazil | Venezuela | Colombia | Ecuador | Chile,Andaman Is. | Angola | Aruba | Assam | Bahamas | Bangladesh | Belize | Benin | Bismarck Archipelago | Borneo | Cabinda | Cambodia | Cameroon | Caroline Is. | Cayman Is. | Central African Republic | China South-Central,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A34941-1,urn:lsid:ipni.org:names:34941-1,
Murraya paniculata (L.) Jack,EXACT,100,Murraya paniculata,Murraya paniculata,Murraya paniculata (L.) Jack,5421335,,Orange Jasmine,"Anfounloulou, Foulaguin | Chinese box | Mock orange | Orange jessamine, Jessamine, Lakeview jasmine, Jasmine orange, Mock orange, Hawaiian mock orange, Satinwood, Chinese box, China-box, Cosmetic bark tree, Honey bush, Murraya | orange-jessamine | qian li xiang | tiare anani | Orange Jasmine",Australia | Chinese Taipei | Papua New Guinea,AU | PG | TW,51,51,medium,wfo-0000453279,Murraya paniculata,https://www.worldfloraonline.org/taxon/wfo-0000453279,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Hainan | Eastern Asia Taiwan | Eastern Asia | Taiwan | Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | Bangladesh | East Himalaya | India | Nepal | Sri Lanka | West Himalaya | Indo-China Andaman Is. | Indo-China | Andaman Is. | Cambodia | Laos | Myanmar | Thailand | Vietnam | Malesia Borneo | Malesia | Borneo | Christmas I. | Jawa | Lesser Sunda Is. | Malaya | Maluku | Philippines | Sulawesi | Sumatera | Papuasia Bismarck Archipelago | Papuasia | Bismarck Archipelago | New Guinea | Solomon Is. | Australasia Australia New South Wales | Australasia | Australia | New South Wales | Northern Territory | Queensland | Western Australia | Pacific Southwestern Pacific Vanuatu | Pacific | Southwestern Pacific | Vanuatu,United States | People's Republic of China | Taiwan | Cameroon | Bangladesh | India | Moldova | Nepal | Sri Lanka | Cambodia | Laos | Myanmar | Thailand | Vietnam | Indonesia | Singapore | Timor-Leste | Malaysia | Canada | Czech Republic | Russia | Democratic Republic of the Congo | Philippines | Netherlands | Papua New Guinea | France | Australia | New Zealand | Solomon Islands | Cuba | Vanuatu,Andaman Is. | Assam | Bangladesh | Bismarck Archipelago | Borneo | Cambodia | China South-Central | China Southeast | Christmas I. | East Himalaya | Hainan | India | Jawa | Laos | Lesser Sunda Is. | Malaya | Maluku,https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A774441-1,urn:lsid:ipni.org:names:774441-1,
Musa coccinea Andrews,EXACT,100,Musa coccinea,Musa coccinea,Musa coccinea Andrews,2762920,,Okinawa Torch,Okinawa Torch | Red Flowering Banana | Red Flowering Thai Banana | Red Torch Banana | bananeira-florida | bananeira-vermelha | hong jiao | scarlet banana,Afghanistan | Brazil | China | Honduras | Indonesia | Philippines | Puerto Rico | Viet Nam,AF | BR | CN | HN | ID | PH | PR | VN,18,18,low,wfo-0000474224,Musa coccinea,https://www.worldfloraonline.org/taxon/wfo-0000474224,Asia-Temperate China China South-Central | Asia-Temperate | China | China South-Central | China Southeast | Asia-Tropical Indo-China Vietnam | Asia-Tropical | Indo-China | Vietnam,United States | Vietnam,"China South-Central | China Southeast | Vietnam
Introduced into:
Costa Rica | India | Jawa | Philippines",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A797554-1,urn:lsid:ipni.org:names:797554-1,
Musa velutina Wendl. et Drude,EXACT,100,Musa velutina,Musa velutina,Musa velutina H.Wendl. & Drude,2762971,"Musa dasycarpa Kurz | Musa velutina var. variegata A.Joe, M.Sabu & Sreejith",hairy banana,Pink velvet banana | bananeira-de-jardim | bananeira-ornamental | fuzzy pink banana | hairy banana | pink banana | self-peeling banana,Afghanistan | Costa Rica | India | Trinidad and Tobago | United States of America,AF | CR | IN | TT | US,8,8,very_low,wfo-0000475207,Musa velutina,https://www.worldfloraonline.org/taxon/wfo-0000475207,Asia-Tropical Indian Subcontinent Assam | Asia-Tropical | Indian Subcontinent | Assam | East Himalaya,Cameroon,"Assam | East Himalaya
Introduced into:
Brazil South | Costa Rica | Myanmar",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A797625-1,urn:lsid:ipni.org:names:797625-1,
Musa x nana 'Cavendishii',EXACT,84,Musa nana,Musa nana,Musa nana Lour.,3750363,,,,,,0,0,none,wfo-0000474616,Musa nana,https://www.worldfloraonline.org/taxon/wfo-0000474616,,,"International Plant Names Index Nomenclatural data for the scientific names of vascular plants | International Plant Names Index | Nomenclatural data for the scientific names of vascular plants | Tree of Life Explorer A comprehensive evolutionary tree of life for flowering plants | Tree of Life Explorer | A comprehensive evolutionary tree of life for flowering plants | Medicinal Plant Names Services A global database of names used for herbal drugs, products and medicinal plants | Medicinal Plant Names Services | A global database of names used for herbal drugs | products and medicinal plants | Plant DNA C-values Database Genome size (C-value) data for >12,000 plant and algal species | Plant DNA C-values Database | Genome size (C-value) data for >12 | 000 plant and algal species | Tropical Important Plant Areas Discover more about critical sites for plant diversity in the tropics | Tropical Important Plant Areas | Discover more about critical sites for plant diversity in the tropics | Featured Tree of Life Explorer Discover the flowering plant tree of life and the genomic data used to build it. | Featured | Discover the flowering plant tree of life and the genomic data used to build it. | Let us know what you think! | Musaceae | Musa | Musa nana | Lour. | First published in Fl. Cochinch.: 644 (1790) | no type material known. | This name is unplaced | Unplaced names are names that cannot be accepted | nor can they be put into synonymy. | Learn more about unplaced names",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A797588-1,urn:lsid:ipni.org:names:797588-1,
Musa x paradisiaca L. 'Aple',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Russia | Philippines,"Malaya | Philippines
Introduced into:
Alabama | Andaman Is. | Ascension | Assam | Bangladesh | Borneo | Burkina | Caroline Is. | Central African Republic | Chad | Chagos Archipelago | China South-Central | China Southeast | Comoros | Cook Is.",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A797595-1,urn:lsid:ipni.org:names:797595-1,
Musa x paradisiaca L. 'Kreol',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Russia | Philippines,"Malaya | Philippines
Introduced into:
Alabama | Andaman Is. | Ascension | Assam | Bangladesh | Borneo | Burkina | Caroline Is. | Central African Republic | Chad | Chagos Archipelago | China South-Central | China Southeast | Comoros | Cook Is.",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A797595-1,urn:lsid:ipni.org:names:797595-1,
Musa x paradisiaca L. 'Pakovan',EXACT,96,Musa paradisiaca,Musa paradisiaca,Musa × paradisiaca L.,2762752,Musa acuminata x M. balbisiana | Musa balbisiana var. vittata (G.W.Ackermann ex Rodigas) M.R.Almeida | Musa ornata var. normalis Kuntze | Musa paradisiaca subsp. sapientum (L.) Kuntze ex K.Schum. | Musa paradisiaca var. regia (Baker) K.Schum. | Musa paradisiaca var. sapientum (L.) Kuntze | Musa ×acutibracteata M.Hotta | Musa ×alphurica Miq. | Musa ×aphurica Rumph. | Musa ×aphurica Rumph. ex Sagot | Musa ×arakanensis F.W.Ripley | Musa ×arakanensis F.W.Ripley ex Blechynden | Musa ×bacoba Rottb. | Musa ×berteroi Colla | Musa ×bidigitalis De Wild. | Musa ×carolinae Sterler | Musa ×champa Baker | Musa ×chapara Perr. | Musa ×chiliocarpa Backer,banana,"French plantain | Hontsi | Meika, Meià | Trovi | banana",Brazil | Colombia | Spain | United States of America,BR | CO | ES | US,10,10,low,wfo-0000474656,Musa paradisiaca,https://www.worldfloraonline.org/taxon/wfo-0000474656,Asia-Tropical Malesia Malaya | Asia-Tropical | Malesia | Malaya | Philippines,Indonesia | Singapore | Timor-Leste | Malaysia | Myanmar | Russia | Philippines,"Malaya | Philippines
Introduced into:
Alabama | Andaman Is. | Ascension | Assam | Bangladesh | Borneo | Burkina | Caroline Is. | Central African Republic | Chad | Chagos Archipelago | China South-Central | China Southeast | Comoros | Cook Is.",https://powo.science.kew.org/taxon/urn%3Alsid%3Aipni.org%3Anames%3A797595-1,urn:lsid:ipni.org:names:797595-1,
