input_name,gbif_matchType,gbif_confidence,gbif_matched_scientificName,gbif_matched_canonicalName,gbif_matched_usageKey,gbif_accepted_usageKey,gbif_accepted_taxonomicStatus,gbif_accepted_hops,gbif_canonicalName,gbif_genus_species,gbif_scientificName,gbif_synonyms,gbif_synonym_count,gbif_synonyms_same_species,gbif_synonyms_same_species_count,gbif_synonyms_same_genus,gbif_synonyms_same_genus_count,gbif_english_name,gbif_english_names,gbif_english_name_count
Dischidia vidalii Becc. ,EXACT,100,Dischidia vidalii Becc.,Dischidia vidalii,8017070,8017070,ACCEPTED,0,Dischidia vidalii,Dischidia vidalii,Dischidia vidalii Becc.,Dischidia vidalii Becc. | Dischidia pectenoides H.Pearson,2,Dischidia vidalii Becc.,1,Dischidia vidalii Becc. | Dischidia pectenoides H.Pearson,2,,,0
Elaeis guineensis Jacq,EXACT,100,Elaeis guineensis Jacq.,Elaeis guineensis,2731882,2731882,ACCEPTED,0,Elaeis guineensis,Elaeis guineensis,Elaeis guineensis Jacq.,"Elaeis guineensis Jacq. | Elaeis dybowskii Hua | Elaeis guineensis f. androgyna A.Chev. | Elaeis guineensis f. caryolitica Becc. | Elaeis guineensis f. dioica A.Chev. | Elaeis guineensis f. dura Becc. | Elaeis guineensis f. fatua Becc. | Elaeis guineensis f. ramosa A.Chev. | Elaeis guineensis f. semidura Becc. | Elaeis guineensis f. tenera Becc. | Elaeis guineensis subsp. albescens Becc. | Elaeis guineensis subsp. androgyna A.Chev. | Elaeis guineensis subsp. angulosa Becc. | Elaeis guineensis subsp. caryolitica Becc. | Elaeis guineensis subsp. ceredia A.Chev. | Elaeis guineensis subsp. compressa Becc. | Elaeis guineensis subsp. dioica A.Chev. | Elaeis guineensis subsp. dura Becc. | Elaeis guineensis subsp. fatua Becc. | Elaeis guineensis subsp. gracilinux A.Chev. | Elaeis guineensis subsp. idolatrica A.Chev. | Elaeis guineensis subsp. intermedia A.Chev. | Elaeis guineensis subsp. leucocarpa Becc. | Elaeis guineensis subsp. macrocarpa A.Chev. | Elaeis guineensis subsp. macrocarya Becc. | Elaeis guineensis subsp. macrophylla A.Chev. | Elaeis guineensis subsp. macrosperma Welw. | Elaeis guineensis subsp. madagascariensis Jum. & H.Perrier | Elaeis guineensis subsp. microsperma Welw. | Elaeis guineensis subsp. nigrescens A.Chev. | Elaeis guineensis subsp. pisifera A.Chev. | Elaeis guineensis subsp. ramosa A.Chev. | Elaeis guineensis subsp. repanda A.Chev. | Elaeis guineensis subsp. rostrata Becc. | Elaeis guineensis subsp. semidura Becc. | Elaeis guineensis subsp. sempernigra A.Chev. | Elaeis guineensis subsp. spectabilis A.Chev. | Elaeis guineensis subsp. tenera Becc. | Elaeis guineensis subsp. virescens A.Chev. | Elaeis guineensis var. albescens Becc. | Elaeis guineensis var. angulosa Becc. | Elaeis guineensis var. ceredia A.Chev. | Elaeis guineensis var. compressa Becc. | Elaeis guineensis var. gracilinux A.Chev. | Elaeis guineensis var. idolatrica A.Chev. | Elaeis guineensis var. intermedia A.Chev. | Elaeis guineensis var. leucocarpa Becc. | Elaeis guineensis var. macrocarpa A.Chev. | Elaeis guineensis var. macrocarya Becc. | Elaeis guineensis var. macrophylla A.Chev. | Elaeis guineensis var. macrosperma Welw. | Elaeis guineensis var. madagascariensis Jum. & H.Perrier | Elaeis guineensis var. microsperma Welw. | Elaeis guineensis var. pisifera A.Chev. | Elaeis guineensis var. repanda A.Chev. | Elaeis guineensis var. rostrata Becc. | Elaeis guineensis var. sempernigra A.Chev. | Elaeis guineensis var. spectabilis A.Chev. | Elaeis macrophylla A.Chev. | Elaeis madagascariensis (Jum. & H.Perrier) Becc. | Elaeis melanococca Gaertn. | Elaeis melanococca subsp. semicircularis Oerst. | Elaeis nigrescens (A.Chev.) Prain | Elaeis nigrescens A.Chev., 1910 | Elaeis virescens (A.Chev.) Prain | Elaeis virescens A.Chev., 1910 | Palma oleosa Mill.",67,Elaeis guineensis Jacq. | Elaeis guineensis f. androgyna A.Chev. | Elaeis guineensis f. caryolitica Becc. | Elaeis guineensis f. dioica A.Chev. | Elaeis guineensis f. dura Becc. | Elaeis guineensis f. fatua Becc. | Elaeis guineensis f. ramosa A.Chev. | Elaeis guineensis f. semidura Becc. | Elaeis guineensis f. tenera Becc. | Elaeis guineensis subsp. albescens Becc. | Elaeis guineensis subsp. androgyna A.Chev. | Elaeis guineensis subsp. angulosa Becc. | Elaeis guineensis subsp. caryolitica Becc. | Elaeis guineensis subsp. ceredia A.Chev. | Elaeis guineensis subsp. compressa Becc. | Elaeis guineensis subsp. dioica A.Chev. | Elaeis guineensis subsp. dura Becc. | Elaeis guineensis subsp. fatua Becc. | Elaeis guineensis subsp. gracilinux A.Chev. | Elaeis guineensis subsp. idolatrica A.Chev. | Elaeis guineensis subsp. intermedia A.Chev. | Elaeis guineensis subsp. leucocarpa Becc. | Elaeis guineensis subsp. macrocarpa A.Chev. | Elaeis guineensis subsp. macrocarya Becc. | Elaeis guineensis subsp. macrophylla A.Chev. | Elaeis guineensis subsp. macrosperma Welw. | Elaeis guineensis subsp. madagascariensis Jum. & H.Perrier | Elaeis guineensis subsp. microsperma Welw. | Elaeis guineensis subsp. nigrescens A.Chev. | Elaeis guineensis subsp. pisifera A.Chev. | Elaeis guineensis subsp. ramosa A.Chev. | Elaeis guineensis subsp. repanda A.Chev. | Elaeis guineensis subsp. rostrata Becc. | Elaeis guineensis subsp. semidura Becc. | Elaeis guineensis subsp. sempernigra A.Chev. | Elaeis guineensis subsp. spectabilis A.Chev. | Elaeis guineensis subsp. tenera Becc. | Elaeis guineensis subsp. virescens A.Chev. | Elaeis guineensis var. albescens Becc. | Elaeis guineensis var. angulosa Becc. | Elaeis guineensis var. ceredia A.Chev. | Elaeis guineensis var. compressa Becc. | Elaeis guineensis var. gracilinux A.Chev. | Elaeis guineensis var. idolatrica A.Chev. | Elaeis guineensis var. intermedia A.Chev. | Elaeis guineensis var. leucocarpa Becc. | Elaeis guineensis var. macrocarpa A.Chev. | Elaeis guineensis var. macrocarya Becc. | Elaeis guineensis var. macrophylla A.Chev. | Elaeis guineensis var. macrosperma Welw. | Elaeis guineensis var. madagascariensis Jum. & H.Perrier | Elaeis guineensis var. microsperma Welw. | Elaeis guineensis var. pisifera A.Chev. | Elaeis guineensis var. repanda A.Chev. | Elaeis guineensis var. rostrata Becc. | Elaeis guineensis var. sempernigra A.Chev. | Elaeis guineensis var. spectabilis A.Chev.,57,"Elaeis guineensis Jacq. | Elaeis dybowskii Hua | Elaeis guineensis f. androgyna A.Chev. | Elaeis guineensis f. caryolitica Becc. | Elaeis guineensis f. dioica A.Chev. | Elaeis guineensis f. dura Becc. | Elaeis guineensis f. fatua Becc. | Elaeis guineensis f. ramosa A.Chev. | Elaeis guineensis f. semidura Becc. | Elaeis guineensis f. tenera Becc. | Elaeis guineensis subsp. albescens Becc. | Elaeis guineensis subsp. androgyna A.Chev. | Elaeis guineensis subsp. angulosa Becc. | Elaeis guineensis subsp. caryolitica Becc. | Elaeis guineensis subsp. ceredia A.Chev. | Elaeis guineensis subsp. compressa Becc. | Elaeis guineensis subsp. dioica A.Chev. | Elaeis guineensis subsp. dura Becc. | Elaeis guineensis subsp. fatua Becc. | Elaeis guineensis subsp. gracilinux A.Chev. | Elaeis guineensis subsp. idolatrica A.Chev. | Elaeis guineensis subsp. intermedia A.Chev. | Elaeis guineensis subsp. leucocarpa Becc. | Elaeis guineensis subsp. macrocarpa A.Chev. | Elaeis guineensis subsp. macrocarya Becc. | Elaeis guineensis subsp. macrophylla A.Chev. | Elaeis guineensis subsp. macrosperma Welw. | Elaeis guineensis subsp. madagascariensis Jum. & H.Perrier | Elaeis guineensis subsp. microsperma Welw. | Elaeis guineensis subsp. nigrescens A.Chev. | Elaeis guineensis subsp. pisifera A.Chev. | Elaeis guineensis subsp. ramosa A.Chev. | Elaeis guineensis subsp. repanda A.Chev. | Elaeis guineensis subsp. rostrata Becc. | Elaeis guineensis subsp. semidura Becc. | Elaeis guineensis subsp. sempernigra A.Chev. | Elaeis guineensis subsp. spectabilis A.Chev. | Elaeis guineensis subsp. tenera Becc. | Elaeis guineensis subsp. virescens A.Chev. | Elaeis guineensis var. albescens Becc. | Elaeis guineensis var. angulosa Becc. | Elaeis guineensis var. ceredia A.Chev. | Elaeis guineensis var. compressa Becc. | Elaeis guineensis var. gracilinux A.Chev. | Elaeis guineensis var. idolatrica A.Chev. | Elaeis guineensis var. intermedia A.Chev. | Elaeis guineensis var. leucocarpa Becc. | Elaeis guineensis var. macrocarpa A.Chev. | Elaeis guineensis var. macrocarya Becc. | Elaeis guineensis var. macrophylla A.Chev. | Elaeis guineensis var. macrosperma Welw. | Elaeis guineensis var. madagascariensis Jum. & H.Perrier | Elaeis guineensis var. microsperma Welw. | Elaeis guineensis var. pisifera A.Chev. | Elaeis guineensis var. repanda A.Chev. | Elaeis guineensis var. rostrata Becc. | Elaeis guineensis var. sempernigra A.Chev. | Elaeis guineensis var. spectabilis A.Chev. | Elaeis macrophylla A.Chev. | Elaeis madagascariensis (Jum. & H.Perrier) Becc. | Elaeis melanococca Gaertn. | Elaeis melanococca subsp. semicircularis Oerst. | Elaeis nigrescens (A.Chev.) Prain | Elaeis nigrescens A.Chev., 1910 | Elaeis virescens (A.Chev.) Prain | Elaeis virescens A.Chev., 1910",66,Oil palm,"African Oil Palm | Mavangati lahi, Mavangati menaka | Mbija n'drume, Mbija matra | Oil palm | apwiraiasi | dendezeiro",6
Elettaria ensal (Gaertn.) Abeyw.,EXACT,100,Elettaria ensal (Gaertn.) Abeyw.,Elettaria ensal,2759860,2759860,ACCEPTED,0,Elettaria ensal,Elettaria ensal,Elettaria ensal (Gaertn.) Abeyw.,Elettaria ensal (Gaertn.) Abeyw. | Elettaria cardamomum subsp. zeylanicum J.Pereira | Elettaria cardamomum var. major Thwaites | Elettaria major Sm. | Zingiber ensal Gaertn.,5,Elettaria ensal (Gaertn.) Abeyw. | Zingiber ensal Gaertn.,2,Elettaria ensal (Gaertn.) Abeyw. | Elettaria cardamomum subsp. zeylanicum J.Pereira | Elettaria cardamomum var. major Thwaites | Elettaria major Sm.,4,,,0
Epidendum ciliare L.,FUZZY,96,Epidendrum ciliare L.,Epidendrum ciliare,5320796,5320796,ACCEPTED,0,Epidendrum ciliare,Epidendrum ciliare,Epidendrum ciliare L.,Epidendrum ciliare L. | Auliza ciliaris (L.) Salisb. | Aulizia ciliaris (L.) Salisb. | Coilostylis ciliaris (L.) Withner & P.A.Harding | Coilostylis cuspidata (G.Lodd.) Withner & P.A.Harding | Coilostylis emarginata Raf. | Encyclia ciliaris (L.) A.Lemée | Epidendrum ciliare var. cuspidatum (G.Lodd.) Lindl. | Epidendrum ciliare var. minor Stein | Epidendrum ciliare var. typicum Stehlé | Epidendrum ciliare var. viscidum (Lindl.) Lindl. | Epidendrum cuspidatum G.Lodd. | Epidendrum cuspidatum var. brachysepalum Rchb.f. | Epidendrum luteum Planch. | Epidendrum sanctalucianum H.G.Jones | Epidendrum viscidum Lindl. | Phaedrosanthus ciliaris (L.) Kuntze,17,Epidendrum ciliare L. | Epidendrum ciliare var. cuspidatum (G.Lodd.) Lindl. | Epidendrum ciliare var. minor Stein | Epidendrum ciliare var. typicum Stehlé | Epidendrum ciliare var. viscidum (Lindl.) Lindl.,5,Epidendrum ciliare L. | Epidendrum ciliare var. cuspidatum (G.Lodd.) Lindl. | Epidendrum ciliare var. minor Stein | Epidendrum ciliare var. typicum Stehlé | Epidendrum ciliare var. viscidum (Lindl.) Lindl. | Epidendrum cuspidatum G.Lodd. | Epidendrum cuspidatum var. brachysepalum Rchb.f. | Epidendrum luteum Planch. | Epidendrum sanctalucianum H.G.Jones | Epidendrum viscidum Lindl.,10,Eyelash Orchid,Christmas Orchid | Eyelash Orchid | Fringed Star Orchid | Lady's Lash Orchid,4
Epiphyllum anguliger (Lem.) G.Don,EXACT,100,Epiphyllum anguliger (Lem.) G.Don,Epiphyllum anguliger,7673570,10771315,ACCEPTED,1,Disocactus anguliger,Disocactus anguliger,Disocactus anguliger (Lem.) M.Á.Cruz & S.Arias,"Epiphyllum anguliger (Lem.) G.Don | Cereus mexicanus Lem. | Cereus mexicanus Lem. ex C.F.Först. | Epiphyllum anguliger (Lem.) G.Don ex Loudon | Epiphyllum anguliger (Lem.) H.P.Kelsey & Dayton, 1942 | Epiphyllum anguligerum (Lem.) G.Don | Epiphyllum darrahii (K.Schum.) Britton & Rose | Phyllocactus angularis Lem. | Phyllocactus angularis Lem. ex Labour. | Phyllocactus anguliger Lem. | Phyllocactus darrahii K.Schum. | Phyllocactus mexicanus (Lem. ex C.F.Först.) Salm-Dyck | Phyllocactus mexicanus (Lem. ex C.F.Först.) Salm-Dyck ex Labour. | Phyllocactus serratus Brongn. | Phyllocactus serratus Brongn. ex Labour.",15,"Epiphyllum anguliger (Lem.) G.Don | Epiphyllum anguliger (Lem.) G.Don ex Loudon | Epiphyllum anguliger (Lem.) H.P.Kelsey & Dayton, 1942 | Phyllocactus anguliger Lem.",4,,0,fishbone-cactus,fishbone-cactus,1
Epiphyllum chrysocardium Alex.,EXACT,100,Epiphyllum chrysocardium Alexander,Epiphyllum chrysocardium,5621256,5621256,ACCEPTED,0,Epiphyllum chrysocardium,Epiphyllum chrysocardium,Epiphyllum chrysocardium Alexander,Epiphyllum chrysocardium Alexander | Chiapasophyllum chrysocardium (Alexander) Doweld | Marniera chrysocardia (Alexander) Backeb. | Selenicereus chrysocardius (Alexander) Kimnach,4,Epiphyllum chrysocardium Alexander | Chiapasophyllum chrysocardium (Alexander) Doweld,2,Epiphyllum chrysocardium Alexander,1,,,0
Epiphyllum oxypetalum (DC.) Haw.,EXACT,100,Epiphyllum oxypetalum (DC.) Haw.,Epiphyllum oxypetalum,5384031,5384031,ACCEPTED,0,Epiphyllum oxypetalum,Epiphyllum oxypetalum,Epiphyllum oxypetalum (DC.) Haw.,"Epiphyllum oxypetalum (DC.) Haw. | Cactus oxypetalus Moc. & Sessé | Cactus oxypetalus Moc. & Sessé ex DC. | Cereus latifrons Zucc. | Cereus latifrons Zucc. ex Pfeiff., 1837 | Cereus oxypetalus DC. | Epiphyllum acuminatum K.Schum. | Epiphyllum grande (Lem.) Britton & Rose | Epiphyllum latifrons (Zucc.) Pfeiff. | Epiphyllum oxypetalum var. purpusii (Weing.) Backeb. | Epiphyllum purpusii (Weing.) F.M.Knuth | Phyllocactus acuminatus (K.Schum.) K.Schum. | Phyllocactus grandis Lem. | Phyllocactus guyanensis Brongn. | Phyllocactus guyanensis Brongn. ex Labour. | Phyllocactus latifrons (Zucc.) Link | Phyllocactus latifrons (Zucc.) Link ex Walp. | Phyllocactus oxypetalus (DC.) Link ex Walp., 1843 | Phyllocactus oxypetalus (Moc. & Sessé ex DC.) Link | Phyllocactus purpusii Weing.",20,Epiphyllum oxypetalum (DC.) Haw. | Epiphyllum oxypetalum var. purpusii (Weing.) Backeb.,2,Epiphyllum oxypetalum (DC.) Haw. | Epiphyllum acuminatum K.Schum. | Epiphyllum grande (Lem.) Britton & Rose | Epiphyllum latifrons (Zucc.) Pfeiff. | Epiphyllum oxypetalum var. purpusii (Weing.) Backeb. | Epiphyllum purpusii (Weing.) F.M.Knuth,6,Dutchman's Pipe Cactus,Dutchman's Pipe Cactus | Dutchman's-pipe cactus | tan hua,3
Erythroxylum coca Lam,EXACT,100,Erythroxylum coca Lam.,Erythroxylum coca,2873939,2873939,ACCEPTED,0,Erythroxylum coca,Erythroxylum coca,Erythroxylum coca Lam.,Erythroxylum coca Lam. | Erythroxylum bolivianum Burck | Erythroxylum chilpei E.Machado | Erythroxylum peruvianum Mitch. & Pascal | Erythroxylum peruvianum Mitch. & Pascal ex Steud.,5,Erythroxylum coca Lam.,1,Erythroxylum coca Lam. | Erythroxylum bolivianum Burck | Erythroxylum chilpei E.Machado | Erythroxylum peruvianum Mitch. & Pascal | Erythroxylum peruvianum Mitch. & Pascal ex Steud.,5,Coca,Coca,1
Euphorbia leuconeura Boiss,EXACT,100,Euphorbia leuconeura Boiss.,Euphorbia leuconeura,3066177,3066177,ACCEPTED,0,Euphorbia leuconeura,Euphorbia leuconeura,Euphorbia leuconeura Boiss.,Euphorbia leuconeura Boiss. | Euphorbia fournieri Rebut,2,Euphorbia leuconeura Boiss.,1,Euphorbia leuconeura Boiss. | Euphorbia fournieri Rebut,2,,,0
Euterpe oleracea Mart.,EXACT,100,Euterpe oleracea Mart.,Euterpe oleracea,5293398,5293398,ACCEPTED,0,Euterpe oleracea,Euterpe oleracea,Euterpe oleracea Mart.,Euterpe oleracea Mart. | Catis martiana O.F.Cook | Euterpe badiocarpa Barb.Rodr. | Euterpe beardii L.H.Bailey | Euterpe brasiliana Oken | Euterpe cuatrecasana Dugand | Euterpe cuatrecasasiana Dugand,7,Euterpe oleracea Mart.,1,Euterpe oleracea Mart. | Euterpe badiocarpa Barb.Rodr. | Euterpe beardii L.H.Bailey | Euterpe brasiliana Oken | Euterpe cuatrecasana Dugand | Euterpe cuatrecasasiana Dugand,6,Assai Palm,Assai Palm,1
Ficus benghalensis L.,EXACT,100,Ficus benghalensis L.,Ficus benghalensis,5361919,5361919,ACCEPTED,0,Ficus benghalensis,Ficus benghalensis,Ficus benghalensis L.,Ficus benghalensis L. | Ficus banyana Oken | Ficus benghalensis var. benghalensis | Ficus benghalensis var. krishnae (C.DC.) C.DC. | Ficus chauvieri G.Nicholson | Ficus chauvieri Rob. | Ficus cotoneifolia Vahl | Ficus cotonifolia Stokes | Ficus crassinervia Hort.Berol. | Ficus crassinervia Hort.Berol. ex Kunth & C.D.Bouché | Ficus indica L. | Ficus karet Baill. | Ficus lancifolia Moench | Ficus lasiophylla Link | Ficus procera Salisb. | Ficus umbrosa Salisb. | Perula benghalensis (L.) Raf. | Urostigma bengalense (L.) Gasp. | Urostigma bengalense var. cordifolium Regel | Urostigma benghalense (L.) Gasp.,20,Ficus benghalensis L. | Ficus benghalensis var. benghalensis | Ficus benghalensis var. krishnae (C.DC.) C.DC. | Perula benghalensis (L.) Raf.,4,Ficus benghalensis L. | Ficus banyana Oken | Ficus benghalensis var. benghalensis | Ficus benghalensis var. krishnae (C.DC.) C.DC. | Ficus chauvieri G.Nicholson | Ficus chauvieri Rob. | Ficus cotoneifolia Vahl | Ficus cotonifolia Stokes | Ficus crassinervia Hort.Berol. | Ficus crassinervia Hort.Berol. ex Kunth & C.D.Bouché | Ficus indica L. | Ficus karet Baill. | Ficus lancifolia Moench | Ficus lasiophylla Link | Ficus procera Salisb. | Ficus umbrosa Salisb.,16,Bengal fig,Bengal banyan | Bengal fig | Bot | East Indian figtree | Indian Banyan,5
Ficus cyathistipula Warb,EXACT,100,Ficus cyathistipula Warb.,Ficus cyathistipula,7262354,7262354,ACCEPTED,0,Ficus cyathistipula,Ficus cyathistipula,Ficus cyathistipula Warb.,Ficus cyathistipula Warb.,1,Ficus cyathistipula Warb.,1,Ficus cyathistipula Warb.,1,likumo,kimbale | likumo,2
Ficus elastica Roxb. ex Hornem. 'De la Rouche',EXACT,95,Ficus elastica Roxb. ex Hornem.,Ficus elastica,5361903,7835333,ACCEPTED,1,Ficus elastica,Ficus elastica,Ficus elastica Roxb.,"Ficus elastica Roxb. ex Hornem. | Ficus clusiifolia Summerh. | Ficus cordata Hort.Berol. | Ficus cordata Hort.Berol. ex Kunth & C.D.Bouché | Ficus decora | Ficus elastica var. belgica L.H.Bailey & E.Z.Bailey | Ficus elastica var. benghalensis Blume | Ficus elastica var. decora Guillaumin | Ficus elastica var. karet (Miq.) Miq. | Ficus elastica var. minor Miq. | Ficus elastica var. odorata (Miq.) Miq. | Ficus elastica var. rubra L.H.Bailey & E.Z.Bailey | Ficus elastica var. rubrinervis Sata | Ficus elastica var. variegata Roxb. | Ficus elastica var. variegata Roxb. ex Hornem. | Ficus elastica var. variegata Sata, 1944 | Ficus elastica var. variegata W.Bull | Ficus karet (Miq.) King | Ficus metallica | Ficus skytinoderma Summerh. | Ficus skytinodermis Summerh. | Ficus taeda Hort.Berol. | Ficus taeda Hort.Berol. ex Kunth & C.D.Bouché | Macrophthalma elastica (Roxb. ex Hornem.) Gasp. | Stilpnophyllum elasticum (Roxb. ex Hornem.) Drury | Urostigma circumscissum Miq. | Urostigma elasticum (Roxb. ex Hornem.) Miq. | Urostigma elasticum var. latifolium Miq. | Urostigma karet Miq. | Urostigma odoratum Miq. | Visiania elastica (Roxb. ex Hornem.) Gasp.",31,"Ficus elastica Roxb. ex Hornem. | Ficus elastica var. belgica L.H.Bailey & E.Z.Bailey | Ficus elastica var. benghalensis Blume | Ficus elastica var. decora Guillaumin | Ficus elastica var. karet (Miq.) Miq. | Ficus elastica var. minor Miq. | Ficus elastica var. odorata (Miq.) Miq. | Ficus elastica var. rubra L.H.Bailey & E.Z.Bailey | Ficus elastica var. rubrinervis Sata | Ficus elastica var. variegata Roxb. | Ficus elastica var. variegata Roxb. ex Hornem. | Ficus elastica var. variegata Sata, 1944 | Ficus elastica var. variegata W.Bull | Macrophthalma elastica (Roxb. ex Hornem.) Gasp. | Visiania elastica (Roxb. ex Hornem.) Gasp.",15,"Ficus elastica Roxb. ex Hornem. | Ficus clusiifolia Summerh. | Ficus cordata Hort.Berol. | Ficus cordata Hort.Berol. ex Kunth & C.D.Bouché | Ficus decora | Ficus elastica var. belgica L.H.Bailey & E.Z.Bailey | Ficus elastica var. benghalensis Blume | Ficus elastica var. decora Guillaumin | Ficus elastica var. karet (Miq.) Miq. | Ficus elastica var. minor Miq. | Ficus elastica var. odorata (Miq.) Miq. | Ficus elastica var. rubra L.H.Bailey & E.Z.Bailey | Ficus elastica var. rubrinervis Sata | Ficus elastica var. variegata Roxb. | Ficus elastica var. variegata Roxb. ex Hornem. | Ficus elastica var. variegata Sata, 1944 | Ficus elastica var. variegata W.Bull | Ficus karet (Miq.) King | Ficus metallica | Ficus skytinoderma Summerh. | Ficus skytinodermis Summerh. | Ficus taeda Hort.Berol. | Ficus taeda Hort.Berol. ex Kunth & C.D.Bouché",23,,,0
